sex,age,juv_misd_count,priors_count,age_cat_25_45,age_cat_Greaterthan45,age_cat_Lessthan25,race_African_American,race_Caucasian,c_charge_degree_F,c_charge_degree_M,twoyearrecid
1,51,0,0,0,1,0,0,1,0,1,0
1,35,0,0,1,0,0,0,1,0,1,0
1,53,0,1,0,1,0,1,0,0,1,0
1,22,0,0,0,0,1,0,1,0,1,0
1,43,0,0,1,0,0,1,0,0,1,0
1,21,0,0,0,0,1,1,0,1,0,0
1,39,0,5,1,0,0,1,0,1,0,0
1,50,0,0,0,1,0,0,1,1,0,0
1,31,0,15,1,0,0,1,0,1,0,0
1,33,0,8,1,0,0,1,0,1,0,0
1,23,0,1,0,0,1,1,0,0,1,0
0,24,0,1,0,0,1,1,0,1,0,0
1,39,0,0,1,0,0,0,1,0,1,0
1,34,0,15,1,0,0,1,0,1,0,0
0,32,0,0,1,0,0,1,0,1,0,0
1,37,0,1,1,0,0,0,1,0,1,0
0,36,0,1,1,0,0,1,0,0,1,0
1,28,0,1,1,0,0,1,0,0,1,0
0,52,0,0,0,1,0,0,1,1,0,0
1,26,0,0,1,0,0,0,1,1,0,0
1,58,0,0,0,1,0,0,1,0,1,0
0,39,0,0,1,0,0,0,1,0,1,0
1,20,0,1,0,0,1,0,1,1,0,0
1,21,0,1,0,0,1,1,0,1,0,0
1,24,0,0,0,0,1,0,1,1,0,0
1,41,0,1,1,0,0,0,1,1,0,0
0,20,0,1,0,0,1,1,0,1,0,0
1,21,0,0,0,0,1,1,0,0,1,0
0,44,0,0,1,0,0,1,0,1,0,0
1,39,0,6,1,0,0,0,1,1,0,0
1,26,0,0,1,0,0,0,1,0,1,0
1,25,0,3,1,0,0,1,0,1,0,0
1,30,1,10,1,0,0,1,0,1,0,0
1,57,0,0,0,1,0,0,1,1,0,0
0,49,0,1,0,1,0,0,1,0,1,0
1,56,0,1,0,1,0,0,1,1,0,0
1,25,0,0,1,0,0,1,0,1,0,0
0,28,0,0,1,0,0,0,1,0,1,0
1,33,0,1,1,0,0,0,1,1,0,0
1,46,0,5,0,1,0,0,1,0,1,0
1,33,0,0,1,0,0,0,1,1,0,0
1,74,0,0,0,1,0,0,1,0,1,0
0,28,0,0,1,0,0,0,1,0,1,0
0,27,0,1,1,0,0,1,0,1,0,0
1,20,0,0,0,0,1,0,1,1,0,0
1,25,0,1,1,0,0,1,0,1,0,0
1,25,0,0,1,0,0,1,0,1,0,0
1,50,0,2,0,1,0,1,0,0,1,0
1,44,0,0,1,0,0,0,1,0,1,0
0,29,0,1,1,0,0,1,0,0,1,0
1,27,0,5,1,0,0,0,1,0,1,0
1,29,0,0,1,0,0,1,0,1,0,0
1,31,0,0,1,0,0,0,1,0,1,0
0,36,0,0,1,0,0,0,1,0,1,0
0,26,0,0,1,0,0,1,0,0,1,0
1,37,0,14,1,0,0,1,0,1,0,0
1,57,0,6,0,1,0,0,1,1,0,0
0,28,0,3,1,0,0,1,0,1,0,0
1,37,0,3,1,0,0,0,1,1,0,0
1,36,0,0,1,0,0,0,1,1,0,0
1,42,0,0,1,0,0,1,0,0,1,0
1,25,0,0,1,0,0,1,0,0,1,0
0,55,0,2,0,1,0,0,1,1,0,0
1,37,0,8,1,0,0,1,0,1,0,0
1,53,0,0,0,1,0,1,0,0,1,0
1,21,0,0,0,0,1,1,0,1,0,0
1,25,3,6,1,0,0,1,0,0,1,0
0,22,0,1,0,0,1,1,0,0,1,0
0,38,0,0,1,0,0,1,0,0,1,0
0,27,0,0,1,0,0,1,0,0,1,0
1,23,0,3,0,0,1,1,0,0,1,0
1,53,0,0,0,1,0,0,1,1,0,0
0,39,0,1,1,0,0,1,0,1,0,0
1,26,0,2,1,0,0,0,1,1,0,0
1,58,0,0,0,1,0,1,0,0,1,0
0,27,0,0,1,0,0,0,1,1,0,0
1,42,0,1,1,0,0,1,0,1,0,0
1,22,0,0,0,0,1,1,0,1,0,0
1,62,0,3,0,1,0,0,1,0,1,0
1,41,0,4,1,0,0,1,0,1,0,0
0,24,0,2,0,0,1,1,0,1,0,0
1,64,0,13,0,1,0,1,0,0,1,0
0,26,0,1,1,0,0,0,1,1,0,0
1,56,0,0,0,1,0,0,1,0,1,0
1,55,0,0,0,1,0,0,1,1,0,0
1,50,0,1,0,1,0,0,1,1,0,0
1,61,0,0,0,1,0,0,1,0,1,0
1,54,0,0,0,1,0,1,0,0,1,0
1,38,0,5,1,0,0,1,0,1,0,0
1,25,0,1,1,0,0,1,0,1,0,0
0,38,0,0,1,0,0,1,0,0,1,0
1,27,0,0,1,0,0,1,0,0,1,0
0,26,0,0,1,0,0,1,0,0,1,0
1,41,0,5,1,0,0,0,1,1,0,0
1,29,0,0,1,0,0,0,1,1,0,0
1,20,0,1,0,0,1,1,0,1,0,0
1,51,0,3,0,1,0,0,1,1,0,0
1,56,0,1,0,1,0,0,1,0,1,0
1,23,0,1,0,0,1,0,1,1,0,0
1,22,0,0,0,0,1,1,0,1,0,0
0,36,0,1,1,0,0,1,0,0,1,0
1,25,0,2,1,0,0,1,0,1,0,0
1,34,0,1,1,0,0,0,1,1,0,0
1,24,2,6,0,0,1,0,1,1,0,0
1,61,0,14,0,1,0,1,0,0,1,0
0,34,0,6,1,0,0,1,0,1,0,0
0,24,0,0,0,0,1,1,0,0,1,0
1,40,0,20,1,0,0,1,0,1,0,0
1,23,1,2,0,0,1,1,0,1,0,0
0,39,0,1,1,0,0,1,0,1,0,0
0,25,0,0,1,0,0,0,1,1,0,0
0,29,0,0,1,0,0,0,1,0,1,0
0,26,1,4,1,0,0,1,0,1,0,0
1,42,0,3,1,0,0,1,0,1,0,0
0,29,0,0,1,0,0,1,0,0,1,0
1,45,0,2,0,1,0,0,1,0,1,0
1,44,0,4,1,0,0,0,1,0,1,0
1,30,0,2,1,0,0,0,1,1,0,0
1,27,0,0,1,0,0,1,0,1,0,0
1,32,0,0,1,0,0,1,0,1,0,0
1,53,0,1,0,1,0,0,1,1,0,0
1,40,0,0,1,0,0,0,1,0,1,0
1,53,0,0,0,1,0,0,1,0,1,0
1,27,0,0,1,0,0,1,0,1,0,0
0,22,1,2,0,0,1,1,0,1,0,0
0,32,0,0,1,0,0,0,1,0,1,0
1,48,0,0,0,1,0,1,0,1,0,0
0,46,0,0,0,1,0,0,1,0,1,0
1,55,0,0,0,1,0,0,1,0,1,0
1,26,1,6,1,0,0,1,0,0,1,0
0,28,0,0,1,0,0,0,1,0,1,0
1,58,0,2,0,1,0,0,1,1,0,0
1,52,0,1,0,1,0,0,1,0,1,0
1,34,0,1,1,0,0,0,1,0,1,0
1,43,0,2,1,0,0,0,1,1,0,0
1,46,0,0,0,1,0,0,1,1,0,0
1,48,0,3,0,1,0,0,1,1,0,0
1,28,0,0,1,0,0,0,1,0,1,0
1,41,0,1,1,0,0,1,0,1,0,0
1,37,0,8,1,0,0,1,0,1,0,0
1,22,0,1,0,0,1,0,1,1,0,0
1,25,0,0,1,0,0,0,1,0,1,0
1,42,0,0,1,0,0,0,1,0,1,0
0,60,0,0,0,1,0,0,1,0,1,0
1,46,0,4,0,1,0,0,1,1,0,0
1,24,3,12,0,0,1,1,0,0,1,0
0,26,0,0,1,0,0,1,0,0,1,0
1,32,0,4,1,0,0,1,0,1,0,0
0,52,0,0,0,1,0,0,1,0,1,0
1,55,0,2,0,1,0,0,1,1,0,0
0,38,0,3,1,0,0,0,1,1,0,0
1,40,0,0,1,0,0,1,0,1,0,0
0,25,0,0,1,0,0,1,0,0,1,0
1,35,0,5,1,0,0,1,0,1,0,0
0,37,0,0,1,0,0,0,1,0,1,0
1,50,0,0,0,1,0,0,1,1,0,0
1,49,0,0,0,1,0,0,1,1,0,0
1,35,0,0,1,0,0,1,0,1,0,0
1,49,0,0,0,1,0,0,1,1,0,0
0,43,0,7,1,0,0,0,1,1,0,0
1,24,0,0,0,0,1,1,0,0,1,0
1,40,0,1,1,0,0,0,1,1,0,0
0,30,0,0,1,0,0,1,0,1,0,0
1,21,0,0,0,0,1,1,0,0,1,0
1,37,0,2,1,0,0,1,0,1,0,0
1,46,0,3,0,1,0,1,0,1,0,0
0,58,0,2,0,1,0,0,1,0,1,0
1,56,0,0,0,1,0,0,1,0,1,0
1,34,0,1,1,0,0,1,0,0,1,0
0,33,0,1,1,0,0,0,1,1,0,0
1,38,0,0,1,0,0,1,0,1,0,0
1,59,0,8,0,1,0,1,0,1,0,0
1,27,0,0,1,0,0,0,1,1,0,0
1,24,2,3,0,0,1,0,1,0,1,0
1,41,0,2,1,0,0,1,0,1,0,0
1,47,0,0,0,1,0,0,1,0,1,0
1,56,0,1,0,1,0,0,1,1,0,0
0,30,0,0,1,0,0,0,1,1,0,0
0,40,0,0,1,0,0,0,1,0,1,0
1,41,0,0,1,0,0,0,1,0,1,0
1,42,0,7,1,0,0,1,0,0,1,0
1,41,0,9,1,0,0,0,1,0,1,0
1,27,0,3,1,0,0,0,1,0,1,0
1,37,0,0,1,0,0,0,1,0,1,0
1,35,0,1,1,0,0,1,0,1,0,0
1,26,0,0,1,0,0,0,1,1,0,0
1,28,0,1,1,0,0,1,0,1,0,0
1,48,0,0,0,1,0,0,1,1,0,0
1,40,0,1,1,0,0,0,1,1,0,0
1,26,0,2,1,0,0,1,0,0,1,0
1,34,0,1,1,0,0,1,0,1,0,0
1,25,0,2,1,0,0,0,1,0,1,0
1,42,0,1,1,0,0,0,1,0,1,0
1,24,0,0,0,0,1,0,1,1,0,0
0,28,0,0,1,0,0,1,0,0,1,0
1,56,0,0,0,1,0,0,1,1,0,0
1,43,0,1,1,0,0,0,1,0,1,0
1,38,0,0,1,0,0,1,0,0,1,0
1,40,0,2,1,0,0,1,0,1,0,0
1,54,0,0,0,1,0,0,1,0,1,0
1,71,0,1,0,1,0,0,1,0,1,0
1,22,0,3,0,0,1,1,0,1,0,0
1,35,0,0,1,0,0,1,0,1,0,0
1,24,0,0,0,0,1,0,1,1,0,0
1,23,0,0,0,0,1,1,0,1,0,0
1,32,0,0,1,0,0,1,0,1,0,0
1,48,0,1,0,1,0,0,1,1,0,0
1,38,0,17,1,0,0,0,1,1,0,0
1,25,1,6,1,0,0,1,0,0,1,0
0,46,0,2,0,1,0,0,1,1,0,0
0,37,0,1,1,0,0,0,1,1,0,0
1,58,0,0,0,1,0,0,1,0,1,0
1,35,0,0,1,0,0,1,0,1,0,0
1,24,0,3,0,0,1,0,1,1,0,0
1,32,0,5,1,0,0,1,0,0,1,0
0,20,0,0,0,0,1,0,1,1,0,0
0,20,0,0,0,0,1,1,0,1,0,0
1,25,0,2,1,0,0,0,1,1,0,0
0,44,0,0,1,0,0,0,1,0,1,0
0,28,0,5,1,0,0,1,0,1,0,0
0,63,0,1,0,1,0,1,0,1,0,0
1,28,0,3,1,0,0,1,0,1,0,0
1,44,0,0,1,0,0,1,0,1,0,0
1,67,0,0,0,1,0,0,1,1,0,0
1,22,0,1,0,0,1,1,0,1,0,0
1,27,2,11,1,0,0,1,0,1,0,0
1,29,0,0,1,0,0,0,1,1,0,0
1,25,0,1,1,0,0,1,0,0,1,0
1,61,0,1,0,1,0,0,1,1,0,0
0,59,0,0,0,1,0,0,1,0,1,0
1,23,0,1,0,0,1,1,0,1,0,0
0,42,0,2,1,0,0,1,0,1,0,0
0,25,0,0,1,0,0,0,1,0,1,0
1,46,0,2,0,1,0,1,0,0,1,0
0,23,0,1,0,0,1,1,0,1,0,0
1,22,1,1,0,0,1,1,0,1,0,0
1,38,0,4,1,0,0,1,0,1,0,0
0,31,0,0,1,0,0,0,1,0,1,0
1,35,1,8,1,0,0,1,0,1,0,0
0,34,0,1,1,0,0,1,0,0,1,0
1,43,0,5,1,0,0,0,1,1,0,0
1,23,0,0,0,0,1,0,1,1,0,0
0,40,0,5,1,0,0,0,1,1,0,0
1,26,0,0,1,0,0,0,1,1,0,0
1,45,0,0,0,1,0,1,0,0,1,0
1,20,0,0,0,0,1,0,1,0,1,0
0,28,0,3,1,0,0,1,0,1,0,0
0,23,0,0,0,0,1,1,0,1,0,0
1,21,0,0,0,0,1,1,0,1,0,0
1,31,0,1,1,0,0,1,0,0,1,0
0,58,0,1,0,1,0,0,1,0,1,0
1,31,0,3,1,0,0,0,1,0,1,0
1,22,0,0,0,0,1,1,0,1,0,0
1,41,0,3,1,0,0,0,1,0,1,0
0,26,0,1,1,0,0,1,0,1,0,0
0,37,0,0,1,0,0,1,0,1,0,0
1,23,0,1,0,0,1,1,0,1,0,0
0,22,0,0,0,0,1,1,0,1,0,0
1,22,0,1,0,0,1,1,0,1,0,0
1,27,0,1,1,0,0,0,1,0,1,0
1,26,0,1,1,0,0,1,0,1,0,0
1,34,0,0,1,0,0,0,1,1,0,0
1,34,0,0,1,0,0,0,1,1,0,0
1,30,3,18,1,0,0,1,0,0,1,0
1,52,0,2,0,1,0,1,0,1,0,0
1,49,0,1,0,1,0,0,1,1,0,0
1,51,0,3,0,1,0,0,1,1,0,0
1,69,0,3,0,1,0,1,0,0,1,0
1,43,0,20,1,0,0,1,0,1,0,0
1,41,0,0,1,0,0,1,0,1,0,0
0,40,0,4,1,0,0,0,1,1,0,0
0,56,0,0,0,1,0,0,1,0,1,0
1,56,0,4,0,1,0,1,0,1,0,0
1,37,0,12,1,0,0,1,0,0,1,0
1,44,0,0,1,0,0,1,0,1,0,0
1,52,0,0,0,1,0,0,1,0,1,0
1,21,0,3,0,0,1,0,1,0,1,0
1,37,0,1,1,0,0,0,1,0,1,0
1,55,0,1,0,1,0,1,0,1,0,0
0,46,0,1,0,1,0,0,1,1,0,0
1,22,0,0,0,0,1,0,1,1,0,0
0,70,0,1,0,1,0,1,0,1,0,0
1,56,0,13,0,1,0,0,1,1,0,0
1,33,0,2,1,0,0,0,1,1,0,0
1,45,0,0,0,1,0,0,1,1,0,0
0,57,0,0,0,1,0,0,1,0,1,0
0,25,0,5,1,0,0,0,1,1,0,0
1,30,0,2,1,0,0,1,0,1,0,0
0,41,0,1,1,0,0,0,1,0,1,0
1,43,0,2,1,0,0,1,0,1,0,0
1,69,0,22,0,1,0,1,0,0,1,0
1,49,0,1,0,1,0,1,0,1,0,0
1,27,0,5,1,0,0,1,0,0,1,0
0,24,0,0,0,0,1,0,1,1,0,0
0,51,0,7,0,1,0,1,0,1,0,0
1,23,0,1,0,0,1,1,0,1,0,0
1,27,0,0,1,0,0,0,1,1,0,0
1,30,0,1,1,0,0,1,0,1,0,0
1,39,0,2,1,0,0,1,0,0,1,0
0,33,0,0,1,0,0,1,0,0,1,0
1,30,1,3,1,0,0,0,1,1,0,0
1,23,1,1,0,0,1,0,1,0,1,0
1,54,0,1,0,1,0,0,1,1,0,0
1,31,0,0,1,0,0,0,1,1,0,0
0,24,0,0,0,0,1,0,1,1,0,0
1,62,0,0,0,1,0,0,1,0,1,0
1,32,0,6,1,0,0,0,1,1,0,0
0,22,0,0,0,0,1,1,0,0,1,0
1,43,0,2,1,0,0,0,1,1,0,0
0,34,0,1,1,0,0,0,1,0,1,0
0,31,0,0,1,0,0,0,1,0,1,0
1,28,0,0,1,0,0,0,1,0,1,0
0,56,0,0,0,1,0,1,0,0,1,0
0,21,0,0,0,0,1,1,0,1,0,0
1,23,0,0,0,0,1,0,1,1,0,0
1,26,0,3,1,0,0,1,0,1,0,0
0,53,0,0,0,1,0,0,1,0,1,0
1,41,0,0,1,0,0,1,0,1,0,0
1,52,0,7,0,1,0,0,1,0,1,0
1,25,0,0,1,0,0,1,0,1,0,0
1,38,0,1,1,0,0,0,1,0,1,0
1,29,0,2,1,0,0,1,0,0,1,0
1,21,0,0,0,0,1,1,0,1,0,0
0,28,0,0,1,0,0,0,1,0,1,0
1,48,0,2,0,1,0,0,1,0,1,0
1,36,0,1,1,0,0,0,1,1,0,0
1,40,0,3,1,0,0,1,0,1,0,0
1,46,0,3,0,1,0,1,0,1,0,0
1,60,0,2,0,1,0,1,0,1,0,0
0,30,0,0,1,0,0,0,1,0,1,0
1,33,0,9,1,0,0,0,1,1,0,0
1,38,0,1,1,0,0,1,0,0,1,0
1,33,0,1,1,0,0,1,0,1,0,0
1,28,0,12,1,0,0,1,0,1,0,0
1,44,0,0,1,0,0,0,1,0,1,0
1,22,0,0,0,0,1,1,0,1,0,0
1,67,0,0,0,1,0,0,1,0,1,0
1,50,0,3,0,1,0,0,1,1,0,0
1,39,0,1,1,0,0,0,1,1,0,0
1,43,0,0,1,0,0,0,1,0,1,0
0,55,0,0,0,1,0,0,1,0,1,0
1,27,0,10,1,0,0,1,0,1,0,0
1,56,0,0,0,1,0,0,1,0,1,0
1,52,0,0,0,1,0,1,0,0,1,0
1,63,0,0,0,1,0,0,1,1,0,0
0,30,0,0,1,0,0,1,0,0,1,0
1,58,0,0,0,1,0,1,0,1,0,0
0,36,0,1,1,0,0,1,0,0,1,0
0,23,0,3,0,0,1,0,1,1,0,0
1,21,0,0,0,0,1,1,0,1,0,0
1,32,0,6,1,0,0,0,1,0,1,0
1,36,0,0,1,0,0,0,1,1,0,0
1,29,0,1,1,0,0,0,1,1,0,0
1,36,1,4,1,0,0,1,0,0,1,0
0,63,0,0,0,1,0,0,1,0,1,0
1,48,0,1,0,1,0,1,0,1,0,0
0,52,0,0,0,1,0,0,1,0,1,0
0,43,0,0,1,0,0,0,1,0,1,0
1,31,0,2,1,0,0,0,1,0,1,0
1,63,0,0,0,1,0,0,1,0,1,0
1,34,0,1,1,0,0,0,1,0,1,0
1,20,0,0,0,0,1,0,1,0,1,0
1,45,0,1,0,1,0,1,0,0,1,0
0,39,0,1,1,0,0,0,1,1,0,0
1,41,0,8,1,0,0,1,0,1,0,0
1,28,0,0,1,0,0,1,0,0,1,0
0,20,0,0,0,0,1,1,0,1,0,0
0,22,0,0,0,0,1,1,0,0,1,0
0,23,0,1,0,0,1,0,1,0,1,0
0,61,0,1,0,1,0,0,1,0,1,0
0,51,0,3,0,1,0,1,0,0,1,0
1,28,0,1,1,0,0,1,0,1,0,0
1,26,0,2,1,0,0,1,0,0,1,0
1,26,0,0,1,0,0,1,0,0,1,0
1,35,0,3,1,0,0,1,0,0,1,0
1,21,0,0,0,0,1,1,0,1,0,0
1,46,0,0,0,1,0,0,1,1,0,0
0,35,0,4,1,0,0,0,1,1,0,0
1,38,0,3,1,0,0,1,0,1,0,0
1,65,0,0,0,1,0,0,1,0,1,0
0,46,0,7,0,1,0,1,0,0,1,0
0,27,0,6,1,0,0,0,1,1,0,0
1,46,0,0,0,1,0,0,1,0,1,0
0,23,0,0,0,0,1,1,0,0,1,0
1,37,0,0,1,0,0,1,0,0,1,0
1,35,0,1,1,0,0,1,0,0,1,0
1,44,0,1,1,0,0,0,1,1,0,0
0,26,0,1,1,0,0,0,1,0,1,0
1,39,4,10,1,0,0,1,0,0,1,0
1,26,0,5,1,0,0,1,0,1,0,0
1,29,0,5,1,0,0,0,1,1,0,0
0,36,0,1,1,0,0,1,0,0,1,0
1,60,0,9,0,1,0,1,0,1,0,0
0,29,0,1,1,0,0,1,0,0,1,0
1,21,0,0,0,0,1,1,0,1,0,0
0,27,0,0,1,0,0,1,0,0,1,0
1,31,0,2,1,0,0,1,0,1,0,0
1,27,0,0,1,0,0,0,1,1,0,0
0,69,0,5,0,1,0,0,1,1,0,0
0,33,0,2,1,0,0,0,1,1,0,0
1,38,0,0,1,0,0,0,1,1,0,0
0,31,2,10,1,0,0,1,0,1,0,0
0,58,0,4,0,1,0,1,0,1,0,0
1,21,0,1,0,0,1,1,0,0,1,0
0,35,0,1,1,0,0,0,1,0,1,0
1,40,0,3,1,0,0,0,1,0,1,0
1,72,0,1,0,1,0,0,1,0,1,0
1,27,0,2,1,0,0,1,0,1,0,0
0,24,0,0,0,0,1,0,1,0,1,0
1,44,0,7,1,0,0,1,0,1,0,0
1,43,0,1,1,0,0,0,1,0,1,0
1,40,0,13,1,0,0,1,0,1,0,0
1,50,0,1,0,1,0,0,1,1,0,0
0,52,0,0,0,1,0,1,0,1,0,0
1,57,0,2,0,1,0,0,1,1,0,0
0,40,0,2,1,0,0,1,0,1,0,0
1,21,0,1,0,0,1,1,0,1,0,0
1,34,0,5,1,0,0,1,0,1,0,0
0,41,0,0,1,0,0,1,0,0,1,0
1,30,0,0,1,0,0,0,1,0,1,0
1,25,0,0,1,0,0,0,1,1,0,0
1,29,0,0,1,0,0,1,0,0,1,0
1,26,0,2,1,0,0,1,0,1,0,0
1,22,0,0,0,0,1,1,0,1,0,0
1,47,0,3,0,1,0,0,1,0,1,0
1,51,0,0,0,1,0,0,1,1,0,0
0,32,0,0,1,0,0,0,1,1,0,0
1,34,0,1,1,0,0,1,0,1,0,0
1,47,0,0,0,1,0,1,0,0,1,0
1,33,0,3,1,0,0,0,1,0,1,0
1,30,0,1,1,0,0,1,0,0,1,0
1,48,0,0,0,1,0,1,0,0,1,0
1,27,0,0,1,0,0,1,0,0,1,0
0,40,0,0,1,0,0,0,1,0,1,0
1,26,0,0,1,0,0,0,1,0,1,0
0,36,0,1,1,0,0,1,0,0,1,0
0,24,0,0,0,0,1,1,0,1,0,0
1,32,0,11,1,0,0,0,1,1,0,0
1,59,0,0,0,1,0,0,1,1,0,0
0,34,0,3,1,0,0,0,1,0,1,0
1,56,0,0,0,1,0,0,1,1,0,0
0,50,0,0,0,1,0,1,0,0,1,0
1,40,0,0,1,0,0,0,1,0,1,0
1,37,0,0,1,0,0,0,1,1,0,0
1,24,0,0,0,0,1,1,0,1,0,0
1,54,0,4,0,1,0,1,0,1,0,0
1,27,0,3,1,0,0,1,0,1,0,0
0,32,0,3,1,0,0,1,0,0,1,0
1,54,0,0,0,1,0,0,1,0,1,0
1,39,0,3,1,0,0,0,1,1,0,0
0,55,0,2,0,1,0,1,0,1,0,0
1,22,0,0,0,0,1,1,0,1,0,0
1,34,0,0,1,0,0,0,1,0,1,0
1,33,0,3,1,0,0,0,1,0,1,0
1,40,0,0,1,0,0,0,1,1,0,0
1,45,0,3,0,1,0,0,1,1,0,0
1,41,0,7,1,0,0,1,0,0,1,0
1,29,0,0,1,0,0,0,1,1,0,0
0,34,0,0,1,0,0,1,0,1,0,0
0,42,0,0,1,0,0,0,1,0,1,0
0,25,0,1,1,0,0,1,0,1,0,0
1,48,0,0,0,1,0,0,1,1,0,0
1,24,0,2,0,0,1,1,0,0,1,0
1,55,0,0,0,1,0,0,1,1,0,0
1,25,0,0,1,0,0,1,0,1,0,0
1,26,0,4,1,0,0,1,0,1,0,0
1,23,0,1,0,0,1,1,0,0,1,0
1,68,0,4,0,1,0,0,1,0,1,0
1,23,0,0,0,0,1,0,1,1,0,0
0,20,0,0,0,0,1,1,0,1,0,0
1,46,0,0,0,1,0,1,0,0,1,0
1,50,0,1,0,1,0,0,1,1,0,0
1,32,1,14,1,0,0,1,0,1,0,0
0,33,0,0,1,0,0,0,1,0,1,0
1,21,0,1,0,0,1,0,1,1,0,0
0,30,0,2,1,0,0,1,0,0,1,0
1,44,0,0,1,0,0,1,0,1,0,0
1,21,0,0,0,0,1,1,0,1,0,0
1,31,0,7,1,0,0,0,1,0,1,0
0,24,0,0,0,0,1,1,0,1,0,0
0,56,0,1,0,1,0,1,0,1,0,0
1,48,0,4,0,1,0,1,0,1,0,0
1,62,0,0,0,1,0,0,1,1,0,0
1,25,0,1,1,0,0,0,1,1,0,0
0,24,0,0,0,0,1,0,1,0,1,0
1,35,0,1,1,0,0,1,0,1,0,0
1,46,0,1,0,1,0,0,1,1,0,0
0,53,0,0,0,1,0,1,0,1,0,0
1,29,0,0,1,0,0,0,1,0,1,0
1,39,0,1,1,0,0,1,0,1,0,0
1,36,0,6,1,0,0,0,1,1,0,0
0,33,0,0,1,0,0,0,1,0,1,0
1,44,0,0,1,0,0,1,0,0,1,0
1,36,0,0,1,0,0,1,0,0,1,0
1,24,0,0,0,0,1,0,1,1,0,0
0,30,0,0,1,0,0,1,0,0,1,0
0,22,0,0,0,0,1,0,1,0,1,0
1,28,0,5,1,0,0,1,0,1,0,0
1,22,0,3,0,0,1,1,0,1,0,0
1,20,0,0,0,0,1,1,0,1,0,0
1,49,0,0,0,1,0,1,0,0,1,0
1,47,0,9,0,1,0,1,0,1,0,0
1,27,0,0,1,0,0,0,1,1,0,0
1,43,0,1,1,0,0,0,1,1,0,0
1,21,0,0,0,0,1,1,0,1,0,0
0,53,0,5,0,1,0,1,0,1,0,0
0,47,0,0,0,1,0,0,1,0,1,0
1,50,0,1,0,1,0,0,1,1,0,0
1,77,0,0,0,1,0,1,0,0,1,0
1,51,0,4,0,1,0,1,0,0,1,0
1,40,0,6,1,0,0,0,1,1,0,0
0,28,0,1,1,0,0,1,0,1,0,0
1,44,0,0,1,0,0,0,1,1,0,0
1,25,0,1,1,0,0,1,0,1,0,0
1,29,0,0,1,0,0,1,0,0,1,0
1,26,0,8,1,0,0,0,1,1,0,0
1,22,0,1,0,0,1,0,1,1,0,0
1,49,0,0,0,1,0,1,0,1,0,0
1,44,0,2,1,0,0,1,0,1,0,0
1,39,0,0,1,0,0,0,1,0,1,0
1,34,0,0,1,0,0,0,1,0,1,0
1,33,0,0,1,0,0,0,1,0,1,0
1,21,0,1,0,0,1,1,0,0,1,0
1,50,0,0,0,1,0,0,1,0,1,0
1,77,0,1,0,1,0,0,1,0,1,0
1,34,0,3,1,0,0,1,0,1,0,0
1,38,0,2,1,0,0,0,1,0,1,0
1,50,0,0,0,1,0,0,1,1,0,0
1,33,0,2,1,0,0,0,1,0,1,0
0,26,0,0,1,0,0,1,0,1,0,0
1,35,0,1,1,0,0,1,0,0,1,0
1,26,0,2,1,0,0,0,1,1,0,0
0,21,0,0,0,0,1,1,0,0,1,0
1,28,0,1,1,0,0,0,1,1,0,0
1,53,0,1,0,1,0,0,1,1,0,0
0,65,0,0,0,1,0,0,1,0,1,0
1,47,0,20,0,1,0,1,0,1,0,0
1,27,0,1,1,0,0,0,1,1,0,0
1,32,0,7,1,0,0,1,0,1,0,0
1,24,0,1,0,0,1,1,0,0,1,0
1,37,0,3,1,0,0,1,0,0,1,0
1,31,0,0,1,0,0,1,0,1,0,0
1,21,0,0,0,0,1,1,0,1,0,0
1,27,0,2,1,0,0,1,0,1,0,0
1,37,0,0,1,0,0,0,1,1,0,0
1,33,0,1,1,0,0,1,0,1,0,0
1,36,0,0,1,0,0,1,0,0,1,0
1,51,0,1,0,1,0,1,0,1,0,0
1,42,0,0,1,0,0,0,1,0,1,0
1,30,0,0,1,0,0,0,1,0,1,0
0,51,0,0,0,1,0,0,1,0,1,0
0,37,0,2,1,0,0,1,0,1,0,0
1,49,0,8,0,1,0,0,1,1,0,0
1,57,0,0,0,1,0,0,1,0,1,0
1,20,4,4,0,0,1,0,1,1,0,0
1,33,0,0,1,0,0,0,1,1,0,0
1,29,0,2,1,0,0,0,1,1,0,0
1,57,0,7,0,1,0,0,1,1,0,0
1,33,0,2,1,0,0,0,1,1,0,0
1,51,0,0,0,1,0,0,1,0,1,0
1,39,0,2,1,0,0,1,0,1,0,0
1,24,0,1,0,0,1,1,0,1,0,0
1,42,0,5,1,0,0,1,0,1,0,0
1,24,0,0,0,0,1,0,1,1,0,0
1,27,0,0,1,0,0,0,1,0,1,0
1,29,0,5,1,0,0,1,0,1,0,0
1,32,0,0,1,0,0,1,0,0,1,0
1,27,0,0,1,0,0,1,0,0,1,0
1,24,0,0,0,0,1,0,1,1,0,0
1,49,0,1,0,1,0,0,1,0,1,0
1,50,0,0,0,1,0,0,1,1,0,0
1,34,0,4,1,0,0,0,1,1,0,0
1,25,0,2,1,0,0,0,1,0,1,0
1,28,0,1,1,0,0,1,0,0,1,0
1,49,0,3,0,1,0,1,0,1,0,0
0,53,0,0,0,1,0,0,1,0,1,0
1,37,0,4,1,0,0,1,0,1,0,0
1,22,0,2,0,0,1,0,1,1,0,0
0,48,0,0,0,1,0,0,1,1,0,0
